sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-13OVJ-0726-SM-5KM1W	Lung	Lung	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13OVL-0626-SM-5KM13	Lung	Lung	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13OW6-0826-SM-5L3GA	Lung	Lung	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13OW8-1726-SM-5L3GO	Lung	Lung	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13PL7-1726-SM-5J2NX	Lung	Lung	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13PVQ-0926-SM-5IJFD	Lung	Lung	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13QBU-0726-SM-5J2OA	Lung	Lung	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13QJ3-1026-SM-5QGQU	Lung	Lung	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4954	3/29/14	TrueSeq.v1
GTEX-13QJC-0526-SM-5RQKB	Lung	Lung	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-13RTJ-1126-SM-5S2UJ	Lung	Lung	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4996	4/3/14	TrueSeq.v1
GTEX-13S86-0626-SM-5Q5E7	Lung	Lung	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-13U4I-1426-SM-5J2M3	Lung	Lung	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13VXT-1426-SM-5LU4B	Lung	Lung	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13VXU-2726-SM-5LU4N	Lung	Lung	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13YAN-1026-SM-5O9CF	Lung	Lung	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4910	4/1/14	TrueSeq.v1
GTEX-144GM-0126-SM-5Q5AX	Lung	Lung	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-144GN-0426-SM-5O9AP	Lung	Lung	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-144GO-0226-SM-5LUB1	Lung	Lung	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-145LS-1226-SM-5Q5D9	Lung	Lung	BP-48057	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-145LT-0326-SM-5LUAD	Lung	Lung	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-145LU-0526-SM-5O9AT	Lung	Lung	BP-47675	RNA Extraction from Paxgene-derived Lysate Plate Based	12/19/13	LCSET-4909	3/20/14	TrueSeq.v1
GTEX-145MH-0626-SM-5NQAK	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-145MN-0926-SM-5NQBT	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-145MO-1326-SM-5Q5EF	Lung	Lung	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-146FH-1226-SM-5NQB6	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-146FQ-0926-SM-5LUAV	Lung	Lung	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-1477Z-0626-SM-5NQB7	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-147F3-0726-SM-5NQ9U	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-147F4-0926-SM-5Q5EO	Lung	Lung	BP-48437	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-147JS-1226-SM-5RQK4	Lung	Lung	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-148VI-0226-SM-5RQKA	Lung	Lung	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-148VJ-0826-SM-5LU8V	Lung	Lung	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-1497J-0326-SM-5Q5CN	Lung	Lung	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-14A6H-0526-SM-5NQAZ	Lung	Lung	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-14DAR-0226-SM-5S2PR	Lung	Lung	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-14E7W-1326-SM-5RQIV	Lung	Lung	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-N7MT-0126-SM-2D7VT	Lung	Lung	BP-16829	RNA isolation_PAXgene Tissue miRNA	5/24/11	LCSET-1010_1	10/30/11	TrueSeq.v1
GTEX-NFK9-1026-SM-2HMK1	Lung	Lung	BP-16993	RNA isolation_PAXgene Tissue miRNA	6/2/11	LCSET-1156_2	2/15/12	TrueSeq.v1
GTEX-NL3G-0526-SM-4RTWW	Lung	Lung	BP-17209	RNA isolation_PAXgene Tissue miRNA	6/20/11	LCSET-3905	9/11/13	TrueSeq.v1
GTEX-NPJ8-0326-SM-2D7VV	Lung	Lung	BP-17314	RNA isolation_PAXgene Tissue miRNA	6/27/11	LCSET-1010_1	10/30/11	TrueSeq.v1
GTEX-O5YT-0526-SM-32PK8	Lung	Lung	BP-17532	RNA isolation_PAXgene Tissue miRNA	7/12/11	LCSET-1665	9/12/12	TrueSeq.v1
GTEX-O5YW-0526-SM-2YUMX	Lung	Lung	BP-17669	RNA isolation_Trizol Manual (Cell Pellet)	7/18/11	LCSET-1433	6/9/12	TrueSeq.v1
GTEX-OHPL-0526-SM-3NM8U	Lung	Lung	BP-17822	RNA isolation_PAXgene Tissue miRNA	7/21/11	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-OHPM-0526-SM-2YUMJ	Lung	Lung	BP-17841	RNA isolation_Trizol Manual (Cell Pellet)	7/22/11	LCSET-1433	6/9/12	TrueSeq.v1
GTEX-OIZG-0526-SM-2HMLF	Lung	Lung	BP-18122	RNA isolation_PAXgene Tissue miRNA	8/9/11	LCSET-1156_2	2/15/12	TrueSeq.v1
GTEX-OIZH-0526-SM-2HMKV	Lung	Lung	BP-18147	RNA isolation_PAXgene Tissue miRNA	8/10/11	LCSET-1156_1	2/15/12	TrueSeq.v1
GTEX-OIZI-1026-SM-3NB1K	Lung	Lung	BP-18178	RNA isolation_PAXgene Tissue miRNA	8/11/11	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-OOBJ-0526-SM-48TDK	Lung	Lung	BP-29323	RNA isolation_PAXgene Tissue miRNA	8/13/12	LCSET-3085	4/12/13	TrueSeq.v1
GTEX-OOBK-0526-SM-2HMJJ	Lung	Lung	BP-18256	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-1156_1	2/15/12	TrueSeq.v1
GTEX-OXRK-0926-SM-2HMKP	Lung	Lung	BP-18261	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-1156_2	2/15/12	TrueSeq.v1
GTEX-OXRL-0526-SM-2I3EZ	Lung	Lung	BP-18390	RNA isolation_PAXgene Tissue miRNA	8/22/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-OXRO-0326-SM-33HBM	Lung	Lung	BP-18448	RNA isolation_PAXgene Tissue miRNA	8/23/11	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-OXRP-0526-SM-2I3EW	Lung	Lung	BP-18483	RNA isolation_PAXgene Tissue miRNA	8/25/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-P44H-1126-SM-48TBU	Lung	Lung	BP-18616	RNA isolation_PAXgene Tissue miRNA	9/1/11	LCSET-3085	4/12/13	TrueSeq.v1
GTEX-P4PQ-0526-SM-2HMKR	Lung	Lung	BP-18708	RNA isolation_PAXgene Tissue miRNA	9/7/11	LCSET-1156_2	2/15/12	TrueSeq.v1
GTEX-P4QT-0526-SM-2I3EX	Lung	Lung	BP-18729	RNA isolation_PAXgene Tissue miRNA	9/8/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-PLZ4-0726-SM-2TC6Q	Lung	Lung	BP-19215	RNA isolation_Trizol Manual (Cell Pellet)	10/4/11	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-PLZ6-0426-SM-5IFK2	Lung	Lung	BP-19254	RNA isolation_PAXgene Tissue miRNA	10/5/11	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-PW2O-0526-SM-2I3DX	Lung	Lung	BP-19458	RNA isolation_PAXgene Tissue miRNA	10/19/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-PWOO-0726-SM-2I3EB	Lung	Lung	BP-19857	RNA isolation_PAXgene Tissue miRNA	11/2/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-PX3G-0526-SM-2I3EM	Lung	Lung	BP-19882	RNA isolation_PAXgene Tissue miRNA	11/3/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-Q2AH-0426-SM-2I3EP	Lung	Lung	BP-19904	RNA isolation_PAXgene Tissue miRNA	11/4/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-Q734-0626-SM-2I3EF	Lung	Lung	BP-20044	RNA isolation_PAXgene Tissue miRNA	11/10/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-QCQG-0326-SM-2I3ES	Lung	Lung	BP-20114	RNA isolation_PAXgene Tissue miRNA	11/15/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-QDVN-0726-SM-4B64L	Lung	Lung	BP-20293	RNA isolation_PAXgene Tissue miRNA	11/22/11	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-QEG4-0526-SM-48TZD	Lung	Lung	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/11	LCSET-3084	4/18/13	TrueSeq.v1
GTEX-QEG5-1126-SM-33HC2	Lung	Lung	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/11	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-QMRM-0826-SM-3NB33	Lung	Lung	BP-29826	RNA isolation_PAXgene Tissue miRNA	8/21/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-QV44-0926-SM-2S1RH	Lung	Lung	BP-20868	RNA isolation_Trizol Manual (Cell Pellet)	12/15/11	LCSET-1466	5/21/12	TrueSeq.v1
GTEX-QXCU-0626-SM-2TC69	Lung	Lung	BP-21102	RNA isolation_Trizol Manual (Cell Pellet)	12/29/11	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-R55D-0926-SM-3GAEU	Lung	Lung	BP-21289	RNA isolation_PAXgene Tissue miRNA	1/10/12	LCSET-2015	9/12/12	TrueSeq.v1
GTEX-R55G-0826-SM-2TC5U	Lung	Lung	BP-21546	RNA isolation_Trizol Manual (Cell Pellet)	1/18/12	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-RM2N-0426-SM-2TF4T	Lung	Lung	BP-21548	RNA isolation_Trizol Manual (Cell Pellet)	1/18/12	LCSET-1479	6/1/12	TrueSeq.v1
GTEX-RN64-1226-SM-2TC6E	Lung	Lung	BP-21626	RNA isolation_Trizol Manual (Cell Pellet)	1/20/12	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-RTLS-0926-SM-2TF5X	Lung	Lung	BP-21669	RNA isolation_Trizol Manual (Cell Pellet)	1/23/12	LCSET-1480	6/2/12	TrueSeq.v1
GTEX-RU1J-0126-SM-2TF6Y	Lung	Lung	BP-21803	RNA isolation_Trizol Manual (Cell Pellet)	1/25/12	LCSET-1480	6/2/12	TrueSeq.v1
GTEX-RUSQ-0626-SM-2TF5V	Lung	Lung	BP-21930	RNA isolation_Trizol Manual (Cell Pellet)	1/30/12	LCSET-1480	6/2/12	TrueSeq.v1
GTEX-RWS6-0226-SM-2XCA9	Lung	Lung	BP-22259	RNA isolation_PAXgene Tissue miRNA	2/8/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S32W-0326-SM-2XCBI	Lung	Lung	BP-22609	RNA isolation_PAXgene Tissue miRNA	2/23/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S33H-0626-SM-2XCBJ	Lung	Lung	BP-22611	RNA isolation_PAXgene Tissue miRNA	2/23/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S341-0326-SM-2XCAU	Lung	Lung	BP-22727	RNA isolation_PAXgene Tissue miRNA	2/28/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S4Q7-0426-SM-3K2BJ	Lung	Lung	BP-23024	RNA isolation_PAXgene Tissue miRNA	3/12/12	LCSET-2147	9/27/12	TrueSeq.v1
GTEX-S4Z8-0426-SM-3K2AH	Lung	Lung	BP-23119	RNA isolation_PAXgene Tissue miRNA	3/14/12	LCSET-2147	9/27/12	TrueSeq.v1
GTEX-S7SF-0426-SM-3K2B7	Lung	Lung	BP-23146	RNA isolation_PAXgene Tissue miRNA	3/15/12	LCSET-2147	9/27/12	TrueSeq.v1
GTEX-SE5C-0526-SM-2XCE1	Lung	Lung	BP-23387	RNA isolation_PAXgene Tissue miRNA	3/26/12	LCSET-1561	9/11/12	TrueSeq.v1
GTEX-SIU7-0526-SM-3NM8I	Lung	Lung	BP-23387	RNA isolation_PAXgene Tissue miRNA	3/26/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-SIU8-0926-SM-5SI87	Lung	Lung	BP-23698	RNA isolation_PAXgene Tissue miRNA	4/2/12	LCSET-4995	4/5/14	TrueSeq.v1
GTEX-SN8G-0926-SM-4DM5I	Lung	Lung	BP-23794	RNA isolation_PAXgene Tissue miRNA	4/4/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-T5JC-0826-SM-32PMC	Lung	Lung	BP-24678	RNA isolation_PAXgene Tissue miRNA	4/26/12	LCSET-1666	8/31/12	TrueSeq.v1
GTEX-T6MN-0826-SM-32PM4	Lung	Lung	BP-24680	RNA isolation_PAXgene Tissue miRNA	4/26/12	LCSET-1666	8/31/12	TrueSeq.v1
GTEX-T6MO-0426-SM-32QOI	Lung	Lung	BP-24837	RNA isolation_PAXgene Tissue miRNA	4/30/12	LCSET-1667	9/2/12	TrueSeq.v1
GTEX-TMMY-0926-SM-4TT1Z	Lung	Lung	BP-25188	RNA isolation_PAXgene Tissue miRNA	5/9/12	LCSET-4014	10/6/13	TrueSeq.v1
GTEX-U3ZH-0526-SM-3DB75	Lung	Lung	BP-25328	RNA isolation_PAXgene Tissue miRNA	5/14/12	LCSET-1897	9/11/12	TrueSeq.v1
GTEX-U3ZM-0426-SM-3DB73	Lung	Lung	BP-25571	RNA isolation_PAXgene Tissue miRNA	5/22/12	LCSET-1897	9/11/12	TrueSeq.v1
GTEX-UJHI-0726-SM-3DB92	Lung	Lung	BP-25737	RNA isolation_PAXgene Tissue miRNA	5/29/12	LCSET-1898	9/11/12	TrueSeq.v1
GTEX-UPIC-0826-SM-3GADQ	Lung	Lung	BP-26354	RNA isolation_PAXgene Tissue miRNA	6/18/12	LCSET-2014	9/8/12	TrueSeq.v1
GTEX-V1D1-0826-SM-3P5ZA	Lung	Lung	BP-26699	RNA isolation_PAXgene Tissue miRNA	6/27/12	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-WFG8-0926-SM-3GIKJ	Lung	Lung	BP-27324	RNA isolation_PAXgene Tissue miRNA	7/12/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WFJO-0326-SM-3GIL3	Lung	Lung	BP-27442	RNA isolation_PAXgene Tissue miRNA	7/16/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WFON-0426-SM-3GIL4	Lung	Lung	BP-27449	RNA isolation_PAXgene Tissue miRNA	7/16/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WH7G-0726-SM-3NMBM	Lung	Lung	BP-27491	RNA isolation_PAXgene Tissue miRNA	7/17/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-WHPG-1426-SM-3NMBB	Lung	Lung	BP-30217	RNA isolation_PAXgene Tissue miRNA	8/27/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-WHSB-0326-SM-5FQSD	Lung	Lung	BP-27512	RNA isolation_PAXgene Tissue miRNA	7/17/12	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-WOFM-0126-SM-3MJFE	Lung	Lung	BP-28355	RNA isolation_PAXgene Tissue miRNA	7/31/12	LCSET-2269	11/19/12	TrueSeq.v1
GTEX-WRHU-0226-SM-3MJFV	Lung	Lung	BP-28511	RNA isolation_PAXgene Tissue miRNA	8/1/12	LCSET-2269	11/19/12	TrueSeq.v1
GTEX-WVJS-0826-SM-4MVNR	Lung	Lung	BP-28775	RNA isolation_PAXgene Tissue miRNA	8/6/12	LCSET-3652	8/10/13	TrueSeq.v1
GTEX-WWYW-0926-SM-3NB2Z	Lung	Lung	BP-28889	RNA isolation_PAXgene Tissue miRNA	8/7/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-WY7C-0426-SM-3NB3C	Lung	Lung	BP-29321	RNA isolation_PAXgene Tissue miRNA	8/13/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-WYBS-1126-SM-3NMAM	Lung	Lung	BP-29435	RNA isolation_PAXgene Tissue miRNA	8/14/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WYJK-0826-SM-3NM8Y	Lung	Lung	BP-29473	RNA isolation_PAXgene Tissue miRNA	8/15/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WYVS-0526-SM-3NM9W	Lung	Lung	BP-29542	RNA isolation_PAXgene Tissue miRNA	8/16/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WZTO-0426-SM-3NM99	Lung	Lung	BP-29770	RNA isolation_PAXgene Tissue miRNA	8/20/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-X4EO-0926-SM-3P5Z2	Lung	Lung	BP-30751	RNA isolation_PAXgene Tissue miRNA	9/7/12	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-X4EP-0526-SM-3P5YW	Lung	Lung	BP-30278	RNA isolation_PAXgene Tissue miRNA	8/28/12	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-X4LF-0526-SM-3NMB6	Lung	Lung	BP-30712	RNA isolation_PAXgene Tissue miRNA	9/6/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-X4XX-1026-SM-4QARO	Lung	Lung	BP-30732	RNA isolation_PAXgene Tissue miRNA	9/6/12	LCSET-3737	8/30/13	TrueSeq.v1
GTEX-X585-1026-SM-46MW6	Lung	Lung	BP-31241	RNA isolation_PAXgene Tissue miRNA	9/18/12	LCSET-2933	5/10/13	TrueSeq.v1
GTEX-X5EB-0426-SM-46MVY	Lung	Lung	BP-31052	RNA isolation_PAXgene Tissue miRNA	9/12/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-XBEC-1026-SM-4QASM	Lung	Lung	BP-36349	RNA isolation_PAXgene Tissue miRNA	2/21/13	LCSET-3737	8/30/13	TrueSeq.v1
GTEX-XBED-0826-SM-47JYC	Lung	Lung	BP-31551	RNA isolation_PAXgene Tissue miRNA	9/27/12	LCSET-2974	4/11/13	TrueSeq.v1
GTEX-XBEW-0226-SM-4AT6A	Lung	Lung	BP-31713	RNA isolation_PAXgene Tissue miRNA	10/2/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XGQ4-0826-SM-4AT4T	Lung	Lung	BP-32102	RNA isolation_PAXgene Tissue miRNA	10/12/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XMD2-1026-SM-4WWE8	Lung	Lung	BP-32697	RNA isolation_PAXgene Tissue miRNA	10/31/12	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-XOT4-1426-SM-4B65T	Lung	Lung	BP-33639	RNA isolation_PAXgene Tissue miRNA	11/27/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-XPVG-1026-SM-4B64Y	Lung	Lung	BP-33866	RNA isolation_PAXgene Tissue miRNA	12/4/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-XQ3S-0926-SM-4BOPI	Lung	Lung	BP-33923	RNA isolation_PAXgene Tissue miRNA	12/5/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XQ8I-1126-SM-4BOO2	Lung	Lung	BP-34317	RNA isolation_PAXgene Tissue miRNA	12/13/12	LCSET-3730	8/1/13	TrueSeq.v1
GTEX-XV7Q-0426-SM-4BRVN	Lung	Lung	BP-34373	RNA isolation_PAXgene Tissue miRNA	12/14/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-XYKS-0526-SM-4BRW2	Lung	Lung	BP-34730	RNA isolation_PAXgene Tissue miRNA	12/27/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-Y3IK-0626-SM-4WWE4	Lung	Lung	BP-35169	RNA isolation_PAXgene Tissue miRNA	1/16/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-Y5LM-0726-SM-4VBRP	Lung	Lung	BP-35795	RNA isolation_PAXgene Tissue miRNA	2/5/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y5V5-0826-SM-4VBQD	Lung	Lung	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y5V6-0226-SM-4V6G7	Lung	Lung	BP-41604	RNA Extraction from Paxgene-derived Lysate Plate Based	7/31/13	LCSET-4035	10/13/13	TrueSeq.v1
GTEX-Y8LW-0326-SM-4VBQ9	Lung	Lung	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y9LG-0526-SM-4VBRY	Lung	Lung	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-YB5E-0726-SM-4VDSH	Lung	Lung	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4040	10/17/13	TrueSeq.v1
GTEX-YECK-0926-SM-4W214	Lung	Lung	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4049	10/20/13	TrueSeq.v1
GTEX-YF7O-0626-SM-4W21R	Lung	Lung	BP-41973	RNA Extraction from Paxgene-derived Lysate Plate Based	8/6/13	LCSET-4049	10/20/13	TrueSeq.v1
GTEX-YFC4-1126-SM-5RQJN	Lung	Lung	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-YFCO-0426-SM-4W1Z7	Lung	Lung	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4049	10/20/13	TrueSeq.v1
GTEX-YJ8O-1826-SM-5HL82	Lung	Lung	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZA64-0326-SM-5HL8T	Lung	Lung	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAB4-0626-SM-5CVN3	Lung	Lung	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZAB5-0626-SM-5PNVB	Lung	Lung	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-ZDTT-0926-SM-5J2MS	Lung	Lung	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-ZDXO-1326-SM-57WBS	Lung	Lung	BP-42743	RNA Extraction from Paxgene-derived Lysate Plate Based	8/27/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZDYS-0426-SM-5IJEQ	Lung	Lung	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-ZE7O-0826-SM-57WCP	Lung	Lung	BP-42826	RNA Extraction from Paxgene-derived Lysate Plate Based	8/28/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZLWG-0626-SM-4WWFR	Lung	Lung	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZPIC-0626-SM-57WDY	Lung	Lung	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZPU1-0926-SM-57WDO	Lung	Lung	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZT9W-0726-SM-4YCDC	Lung	Lung	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4197	11/20/13	TrueSeq.v1
GTEX-ZT9X-0326-SM-51MTE	Lung	Lung	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZTTD-1126-SM-51MRP	Lung	Lung	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZUA1-1026-SM-4YCEA	Lung	Lung	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4197	11/20/13	TrueSeq.v1
